,sd
85206,"{'ALCORS-3|BUILDDATE|MAY1950-AUGUST1956', 'ALCORS-3|ENGINE|FOUR-STROKEENGINE', 'ALCORS-3|CYLINDERCOUNT|12', 'ALCORS-3|BUILDER|AMERICANLOCOMOTIVECOMPANY', 'ALCORS-3|LENGTH|17068.8(MILLIMETRES)'}"
85208,"{'UNITEDSTATES|ANTHEM|THESTAR-SPANGLEDBANNER', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|DEMONYM|AMERICANS', 'ALVX-1|COUNTRYORIGIN|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
85210,"{'UNITEDSTATES|ANTHEM|THESTAR-SPANGLEDBANNER', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|DEMONYM|AMERICANS', 'ALVX-1|COUNTRYORIGIN|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
85212,"{'UNITEDSTATES|ANTHEM|THESTAR-SPANGLEDBANNER', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|DEMONYM|AMERICANS', 'ALVX-1|COUNTRYORIGIN|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
85214,"{'ALHAMBRA|POWERTYPE|HUMPHRYS,TENNANTANDDYKES', 'ALHAMBRA|SHIPBEAM|8.3M', 'P&O(COMPANY)|LOCATION|LONDON', 'ALHAMBRA|BUILDER|SAMUDABROTHERS', 'ALHAMBRA|OWNER|P&O(COMPANY)'}"
85216,"{'ALHAMBRA|POWERTYPE|HUMPHRYS,TENNANTANDDYKES', 'ALHAMBRA|SHIPBEAM|8.3M', 'P&O(COMPANY)|LOCATION|LONDON', 'ALHAMBRA|BUILDER|SAMUDABROTHERS', 'ALHAMBRA|OWNER|P&O(COMPANY)'}"
85218,"{'ALHAMBRA|POWERTYPE|HUMPHRYS,TENNANTANDDYKES', 'ALHAMBRA|SHIPBEAM|8.3M', 'P&O(COMPANY)|LOCATION|LONDON', 'ALHAMBRA|BUILDER|SAMUDABROTHERS', 'ALHAMBRA|OWNER|P&O(COMPANY)'}"
85220,"{'AMCMATADOR|MANUFACTURER|AMERICANMOTORS', 'AMERICANMOTORS|SUBSIDIARY|WHEELHORSE', 'AMERICANMOTORS|SUCCESSOR|EAGLE(AUTOMOBILE)', 'AMERICANMOTORS|FATE|CHRYSLER', 'AMERICANMOTORS|KEYPERSON|ROYD.CHAPIN,JR.'}"
85222,"{'AMCMATADOR|MANUFACTURER|AMERICANMOTORS', 'AMERICANMOTORS|SUBSIDIARY|WHEELHORSE', 'AMERICANMOTORS|SUCCESSOR|EAGLE(AUTOMOBILE)', 'AMERICANMOTORS|FATE|CHRYSLER', 'AMERICANMOTORS|KEYPERSON|ROYD.CHAPIN,JR.'}"
85224,"{'AMCMATADOR|MANUFACTURER|AMERICANMOTORS', 'AMERICANMOTORS|SUBSIDIARY|WHEELHORSE', 'AMERICANMOTORS|SUCCESSOR|EAGLE(AUTOMOBILE)', 'AMERICANMOTORS|FATE|CHRYSLER', 'AMERICANMOTORS|KEYPERSON|ROYD.CHAPIN,JR.'}"
85226,"{'AMERICANSUBMARINENR-1|TOPSPEED|8.334', 'AMERICANSUBMARINENR-1|SHIPLAUNCH|1969-01-25', 'AMERICANSUBMARINENR-1|SHIPDRAFT|4.6M', 'AMERICANSUBMARINENR-1|LENGTH|45000.0(MILLIMETRES)', 'AMERICANSUBMARINENR-1|SHIPBEAM|3.8M'}"
85228,"{'AMERICANSUBMARINENR-1|TOPSPEED|8.334', 'AMERICANSUBMARINENR-1|SHIPLAUNCH|1969-01-25', 'AMERICANSUBMARINENR-1|SHIPDRAFT|4.6M', 'AMERICANSUBMARINENR-1|LENGTH|45000.0(MILLIMETRES)', 'AMERICANSUBMARINENR-1|SHIPBEAM|3.8M'}"
85230,"{'AMERICANSUBMARINENR-1|TOPSPEED|8.334', 'AMERICANSUBMARINENR-1|SHIPLAUNCH|1969-01-25', 'AMERICANSUBMARINENR-1|SHIPDRAFT|4.6M', 'AMERICANSUBMARINENR-1|LENGTH|45000.0(MILLIMETRES)', 'AMERICANSUBMARINENR-1|SHIPBEAM|3.8M'}"
85232,"{'MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0|ASSOCIATEDROCKET|MINOTAURIV', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORT', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0', 'DELTAII|COUNTRYORIGIN|UNITEDSTATES', 'ANTARES(ROCKET)|COMPARABLE|DELTAII'}"
85234,"{'MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0|ASSOCIATEDROCKET|MINOTAURIV', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORT', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0', 'DELTAII|COUNTRYORIGIN|UNITEDSTATES', 'ANTARES(ROCKET)|COMPARABLE|DELTAII'}"
85236,"{'MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0|ASSOCIATEDROCKET|MINOTAURIV', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORT', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0', 'DELTAII|COUNTRYORIGIN|UNITEDSTATES', 'ANTARES(ROCKET)|COMPARABLE|DELTAII'}"
85238,"{'ANTARES(ROCKET)|MANUFACTURER|YUZHNOYEDESIGNOFFICE', 'ANTARES(ROCKET)|MAIDENFLIGHT|2014-10-28', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0', 'ANTARES(ROCKET)|FINALFLIGHT|2014-07-13', 'ANTARES(ROCKET)|DIAMETER|3.9(METRES)'}"
85240,"{'ANTARES(ROCKET)|MANUFACTURER|YUZHNOYEDESIGNOFFICE', 'ANTARES(ROCKET)|MAIDENFLIGHT|2014-10-28', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0', 'ANTARES(ROCKET)|FINALFLIGHT|2014-07-13', 'ANTARES(ROCKET)|DIAMETER|3.9(METRES)'}"
85242,"{'ANTARES(ROCKET)|MANUFACTURER|YUZHNOYEDESIGNOFFICE', 'ANTARES(ROCKET)|MAIDENFLIGHT|2014-10-28', 'ANTARES(ROCKET)|LAUNCHSITE|MID-ATLANTICREGIONALSPACEPORTLAUNCHPAD0', 'ANTARES(ROCKET)|FINALFLIGHT|2014-07-13', 'ANTARES(ROCKET)|DIAMETER|3.9(METRES)'}"
85244,"{'ARIANESPACE|LOCATIONCITY|COURCOURONNES', 'ELA-3|OPERATOR|ARIANESPACE', 'ELA-3|SITE|GUIANASPACECENTRE', 'GUIANASPACECENTRE|HEADQUARTER|FRENCHGUIANA', 'ARIANE5|LAUNCHSITE|ELA-3'}"
85246,"{'ARIANESPACE|LOCATIONCITY|COURCOURONNES', 'ELA-3|OPERATOR|ARIANESPACE', 'ELA-3|SITE|GUIANASPACECENTRE', 'GUIANASPACECENTRE|HEADQUARTER|FRENCHGUIANA', 'ARIANE5|LAUNCHSITE|ELA-3'}"
85248,"{'ARIANESPACE|LOCATIONCITY|COURCOURONNES', 'ELA-3|OPERATOR|ARIANESPACE', 'ELA-3|SITE|GUIANASPACECENTRE', 'GUIANASPACECENTRE|HEADQUARTER|FRENCHGUIANA', 'ARIANE5|LAUNCHSITE|ELA-3'}"
85250,"{'ASTONMARTINV8|ASSEMBLY|NEWPORTPAGNELL', 'ASTONMARTINV8|ENGINE|5.3(LITRES)', 'ASTONMARTINV8|MANUFACTURER|ASTONMARTIN', 'ASTONMARTINDBS|SUCCESSOR|ASTONMARTINVANTAGE', 'ASTONMARTINV8|RELATEDMEANOFTRANSPORTATION|ASTONMARTINDBS'}"
85252,"{'ASTONMARTINV8|ASSEMBLY|NEWPORTPAGNELL', 'ASTONMARTINV8|ENGINE|5.3(LITRES)', 'ASTONMARTINV8|MANUFACTURER|ASTONMARTIN', 'ASTONMARTINDBS|SUCCESSOR|ASTONMARTINVANTAGE', 'ASTONMARTINV8|RELATEDMEANOFTRANSPORTATION|ASTONMARTINDBS'}"
85254,"{'ASTONMARTINV8|ASSEMBLY|NEWPORTPAGNELL', 'ASTONMARTINV8|ENGINE|5.3(LITRES)', 'ASTONMARTINV8|MANUFACTURER|ASTONMARTIN', 'ASTONMARTINDBS|SUCCESSOR|ASTONMARTINVANTAGE', 'ASTONMARTINV8|RELATEDMEANOFTRANSPORTATION|ASTONMARTINDBS'}"
85256,"{'ASTONMARTINV8|ASSEMBLY|NEWPORTPAGNELL', 'ASTONMARTINV8|RELATEDMEANOFTRANSPORTATION|ASTONMARTINRHAM/1', 'ASTONMARTINV8|ENGINE|5.3(LITRES)', 'ASTONMARTINV8|BODYSTYLE|COUPE', 'ASTONMARTINV8|RELATEDMEANOFTRANSPORTATION|ASTONMARTINDBS'}"
85258,"{'ASTONMARTINV8|ASSEMBLY|NEWPORTPAGNELL', 'ASTONMARTINV8|RELATEDMEANOFTRANSPORTATION|ASTONMARTINRHAM/1', 'ASTONMARTINV8|ENGINE|5.3(LITRES)', 'ASTONMARTINV8|BODYSTYLE|COUPE', 'ASTONMARTINV8|RELATEDMEANOFTRANSPORTATION|ASTONMARTINDBS'}"
85260,"{'ASTONMARTINV8|ASSEMBLY|UNITEDKINGDOM', 'ASTONMARTINV8|SUCCESSOR|ASTONMARTINVIRAGE', 'ASTONMARTINVIRAGE|MANUFACTURER|ASTONMARTIN', 'ASTONMARTINV8|RELATEDMEANOFTRANSPORTATION|ASTONMARTINDBS', 'UNITEDKINGDOM|LEADERNAME|ELIZABETHII'}"
85262,"{'ASTONMARTINV8|ASSEMBLY|UNITEDKINGDOM', 'ASTONMARTINV8|SUCCESSOR|ASTONMARTINVIRAGE', 'ASTONMARTINVIRAGE|MANUFACTURER|ASTONMARTIN', 'ASTONMARTINV8|RELATEDMEANOFTRANSPORTATION|ASTONMARTINDBS', 'UNITEDKINGDOM|LEADERNAME|ELIZABETHII'}"
85264,"{'AUDI|SUBSIDIARY|LAMBORGHINI', 'AUDIA1|MANUFACTURER|AUDI', 'AUDI|FOUNDEDBY|AUGUSTHORCH', 'AUDI|DIVISION|AUDIE-TRON', 'AUDI|SUBSIDIARY|DUCATI'}"
85266,"{'AUDI|SUBSIDIARY|LAMBORGHINI', 'AUDIA1|MANUFACTURER|AUDI', 'AUDI|FOUNDEDBY|AUGUSTHORCH', 'AUDI|DIVISION|AUDIE-TRON', 'AUDI|SUBSIDIARY|DUCATI'}"
85268,"{'AUDI|SUBSIDIARY|LAMBORGHINI', 'AUDIA1|MANUFACTURER|AUDI', 'AUDI|FOUNDEDBY|AUGUSTHORCH', 'AUDI|DIVISION|AUDIE-TRON', 'AUDI|SUBSIDIARY|DUCATI'}"
85270,"{'CATERPILLARINC.|FOUNDATIONPLACE|CALIFORNIA', 'AIDALUNA|OWNER|AIDACRUISES', 'AIDALUNA|POWERTYPE|CATERPILLARINC.', 'CATERPILLARINC.|LOCATION|PEORIA,ILLINOIS', 'CATERPILLARINC.|FOUNDATIONPLACE|UNITEDSTATES'}"
85272,"{'CATERPILLARINC.|FOUNDATIONPLACE|CALIFORNIA', 'AIDALUNA|OWNER|AIDACRUISES', 'AIDALUNA|POWERTYPE|CATERPILLARINC.', 'CATERPILLARINC.|LOCATION|PEORIA,ILLINOIS', 'CATERPILLARINC.|FOUNDATIONPLACE|UNITEDSTATES'}"
85274,"{'CATERPILLARINC.|FOUNDATIONPLACE|CALIFORNIA', 'AIDALUNA|OWNER|AIDACRUISES', 'AIDALUNA|POWERTYPE|CATERPILLARINC.', 'CATERPILLARINC.|LOCATION|PEORIA,ILLINOIS', 'CATERPILLARINC.|FOUNDATIONPLACE|UNITEDSTATES'}"
85276,"{'AIDACRUISES|LOCATION|ROSTOCK', 'AIDALUNA|OWNER|AIDACRUISES', 'AIDALUNA|POWERTYPE|CATERPILLARINC.', 'CATERPILLARINC.|KEYPERSON|DOUGLASR.OBERHELMAN', 'CATERPILLARINC.|FOUNDATIONPLACE|UNITEDSTATES'}"
85278,"{'AIDACRUISES|LOCATION|ROSTOCK', 'AIDALUNA|OWNER|AIDACRUISES', 'AIDALUNA|POWERTYPE|CATERPILLARINC.', 'CATERPILLARINC.|KEYPERSON|DOUGLASR.OBERHELMAN', 'CATERPILLARINC.|FOUNDATIONPLACE|UNITEDSTATES'}"
85280,"{'AIDACRUISES|LOCATION|ROSTOCK', 'AIDALUNA|OWNER|AIDACRUISES', 'AIDALUNA|POWERTYPE|CATERPILLARINC.', 'CATERPILLARINC.|KEYPERSON|DOUGLASR.OBERHELMAN', 'CATERPILLARINC.|FOUNDATIONPLACE|UNITEDSTATES'}"
85282,"{'AIDALUNA|OWNER|AIDACRUISES', 'AIDALUNA|POWERTYPE|CATERPILLARINC.', 'CATERPILLARINC.|LOCATION|PEORIA,ILLINOIS', 'CATERPILLARINC.|KEYPERSON|DOUGLASR.OBERHELMAN', 'CATERPILLARINC.|FOUNDATIONPLACE|UNITEDSTATES'}"
85284,"{'AIDALUNA|OWNER|AIDACRUISES', 'AIDALUNA|POWERTYPE|CATERPILLARINC.', 'CATERPILLARINC.|LOCATION|PEORIA,ILLINOIS', 'CATERPILLARINC.|KEYPERSON|DOUGLASR.OBERHELMAN', 'CATERPILLARINC.|FOUNDATIONPLACE|UNITEDSTATES'}"
85286,"{'AIDALUNA|OWNER|AIDACRUISES', 'AIDALUNA|POWERTYPE|CATERPILLARINC.', 'CATERPILLARINC.|LOCATION|PEORIA,ILLINOIS', 'CATERPILLARINC.|KEYPERSON|DOUGLASR.OBERHELMAN', 'CATERPILLARINC.|FOUNDATIONPLACE|UNITEDSTATES'}"
85288,"{'ALEKSEYCHIRIKOV(ICEBREAKER)|BUILDER|ARCTECHHELSINKISHIPYARD', 'FINLAND|DEMONYM|FINNS', 'FINLAND|LEADERNAME|JUHASIPILA', 'FINLAND|LANGUAGE|SAMILANGUAGES', 'ALEKSEYCHIRIKOV(ICEBREAKER)|BUILDER|FINLAND'}"
85290,"{'ALEKSEYCHIRIKOV(ICEBREAKER)|BUILDER|ARCTECHHELSINKISHIPYARD', 'FINLAND|DEMONYM|FINNS', 'FINLAND|LEADERNAME|JUHASIPILA', 'FINLAND|LANGUAGE|SAMILANGUAGES', 'ALEKSEYCHIRIKOV(ICEBREAKER)|BUILDER|FINLAND'}"
85292,"{'ALEKSEYCHIRIKOV(ICEBREAKER)|BUILDER|ARCTECHHELSINKISHIPYARD', 'FINLAND|DEMONYM|FINNS', 'FINLAND|LEADERNAME|JUHASIPILA', 'FINLAND|LANGUAGE|SAMILANGUAGES', 'ALEKSEYCHIRIKOV(ICEBREAKER)|BUILDER|FINLAND'}"
85294,"{'A-ROSALUNA|BUILDER|NEPTUNWERFT', 'NEPTUNWERFT|LOCATIONCITY|ROSTOCK', 'GERMANY|CAPITAL|BERLIN', 'GERMANY|LEADERNAME|ANDREASVOSSKUHLE', 'ROSTOCK|COUNTRY|GERMANY'}"
85296,"{'A-ROSALUNA|BUILDER|NEPTUNWERFT', 'NEPTUNWERFT|LOCATIONCITY|ROSTOCK', 'GERMANY|CAPITAL|BERLIN', 'GERMANY|LEADERNAME|ANDREASVOSSKUHLE', 'ROSTOCK|COUNTRY|GERMANY'}"
85298,"{'A-ROSALUNA|BUILDER|NEPTUNWERFT', 'NEPTUNWERFT|LOCATIONCITY|ROSTOCK', 'GERMANY|CAPITAL|BERLIN', 'GERMANY|LEADERNAME|ANDREASVOSSKUHLE', 'ROSTOCK|COUNTRY|GERMANY'}"
85300,"{'ATLASII|COUNTRYORIGIN|UNITEDSTATES', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
85302,"{'ATLASII|COUNTRYORIGIN|UNITEDSTATES', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
85304,"{'ATLASII|COUNTRYORIGIN|UNITEDSTATES', 'UNITEDSTATES|LANGUAGE|ENGLISHLANGUAGE', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
85306,"{'11THMISSISSIPPIINFANTRYMONUMENT|COUNTRY|UNITEDSTATES', '11THMISSISSIPPIINFANTRYMONUMENT|ESTABLISHED|2000', '11THMISSISSIPPIINFANTRYMONUMENT|CATEGORY|CONTRIBUTINGPROPERTY', '11THMISSISSIPPIINFANTRYMONUMENT|MUNICIPALITY|GETTYSBURG,PENNSYLVANIA', '11THMISSISSIPPIINFANTRYMONUMENT|LOCATION|SEMINARYRIDGE'}"
85308,"{'11THMISSISSIPPIINFANTRYMONUMENT|COUNTRY|UNITEDSTATES', '11THMISSISSIPPIINFANTRYMONUMENT|ESTABLISHED|2000', '11THMISSISSIPPIINFANTRYMONUMENT|CATEGORY|CONTRIBUTINGPROPERTY', '11THMISSISSIPPIINFANTRYMONUMENT|MUNICIPALITY|GETTYSBURG,PENNSYLVANIA', '11THMISSISSIPPIINFANTRYMONUMENT|LOCATION|SEMINARYRIDGE'}"
85310,"{'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSNORTH|CUMBERLANDCOUNTY,PENNSYLVANIA', 'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSSOUTHEAST|CARROLLCOUNTY,MARYLAND', 'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSSOUTHWEST|FREDERICKCOUNTY,MARYLAND', '11THMISSISSIPPIINFANTRYMONUMENT|LOCATION|ADAMSCOUNTY,PENNSYLVANIA', '11THMISSISSIPPIINFANTRYMONUMENT|CATEGORY|CONTRIBUTINGPROPERTY'}"
85312,"{'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSNORTH|CUMBERLANDCOUNTY,PENNSYLVANIA', 'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSSOUTHEAST|CARROLLCOUNTY,MARYLAND', 'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSSOUTHWEST|FREDERICKCOUNTY,MARYLAND', '11THMISSISSIPPIINFANTRYMONUMENT|LOCATION|ADAMSCOUNTY,PENNSYLVANIA', '11THMISSISSIPPIINFANTRYMONUMENT|CATEGORY|CONTRIBUTINGPROPERTY'}"
85314,"{'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSNORTH|CUMBERLANDCOUNTY,PENNSYLVANIA', 'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSSOUTHEAST|CARROLLCOUNTY,MARYLAND', 'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSSOUTHWEST|FREDERICKCOUNTY,MARYLAND', '11THMISSISSIPPIINFANTRYMONUMENT|LOCATION|ADAMSCOUNTY,PENNSYLVANIA', '11THMISSISSIPPIINFANTRYMONUMENT|CATEGORY|CONTRIBUTINGPROPERTY'}"
85316,"{'AZERBAIJAN|LEADERTITLE|PRIMEMINISTEROFAZERBAIJAN', 'AZERBAIJAN|LEADERNAME|ARTURRASIZADE', 'BAKUTURKISHMARTYRSMEMORIAL|LOCATION|AZERBAIJAN', 'BAKUTURKISHMARTYRSMEMORIAL|DEDICATEDTO|OTTOMANARMYSOLDIERSKILLEDINTHEBATTLEOFBAKU', 'AZERBAIJAN|CAPITAL|BAKU'}"
85318,"{'AZERBAIJAN|LEADERTITLE|PRIMEMINISTEROFAZERBAIJAN', 'AZERBAIJAN|LEADERNAME|ARTURRASIZADE', 'BAKUTURKISHMARTYRSMEMORIAL|LOCATION|AZERBAIJAN', 'BAKUTURKISHMARTYRSMEMORIAL|DEDICATEDTO|OTTOMANARMYSOLDIERSKILLEDINTHEBATTLEOFBAKU', 'AZERBAIJAN|CAPITAL|BAKU'}"
85320,"{'AZERBAIJAN|LEADERTITLE|PRIMEMINISTEROFAZERBAIJAN', 'AZERBAIJAN|LEADERNAME|ARTURRASIZADE', 'BAKUTURKISHMARTYRSMEMORIAL|LOCATION|AZERBAIJAN', 'BAKUTURKISHMARTYRSMEMORIAL|DEDICATEDTO|OTTOMANARMYSOLDIERSKILLEDINTHEBATTLEOFBAKU', 'AZERBAIJAN|CAPITAL|BAKU'}"
85322,"{'AZERBAIJAN|LEADERNAME|ARTURRASIZADE', 'BAKUTURKISHMARTYRSMEMORIAL|LOCATION|AZERBAIJAN', 'AZERBAIJAN|LEGISLATURE|NATIONALASSEMBLY(AZERBAIJAN)', 'BAKUTURKISHMARTYRSMEMORIAL|DEDICATEDTO|OTTOMANARMYSOLDIERSKILLEDINTHEBATTLEOFBAKU', 'AZERBAIJAN|CAPITAL|BAKU'}"
85324,"{'AZERBAIJAN|LEADERNAME|ARTURRASIZADE', 'BAKUTURKISHMARTYRSMEMORIAL|LOCATION|AZERBAIJAN', 'AZERBAIJAN|LEGISLATURE|NATIONALASSEMBLY(AZERBAIJAN)', 'BAKUTURKISHMARTYRSMEMORIAL|DEDICATEDTO|OTTOMANARMYSOLDIERSKILLEDINTHEBATTLEOFBAKU', 'AZERBAIJAN|CAPITAL|BAKU'}"
85326,"{'AZERBAIJAN|LEADERNAME|ARTURRASIZADE', 'BAKUTURKISHMARTYRSMEMORIAL|LOCATION|AZERBAIJAN', 'AZERBAIJAN|LEGISLATURE|NATIONALASSEMBLY(AZERBAIJAN)', 'BAKUTURKISHMARTYRSMEMORIAL|DEDICATEDTO|OTTOMANARMYSOLDIERSKILLEDINTHEBATTLEOFBAKU', 'AZERBAIJAN|CAPITAL|BAKU'}"
85328,"{'TURKEY|CAPITAL|ANKARA', 'ATATURKMONUMENT(IZMIR)|LOCATION|TURKEY', 'TURKEY|LEADER|AHMETDAVUTOGLU', 'TURKEY|LARGESTCITY|ISTANBUL', 'TURKEY|LEADERTITLE|PRESIDENTOFTURKEY'}"
85330,"{'TURKEY|CAPITAL|ANKARA', 'ATATURKMONUMENT(IZMIR)|LOCATION|TURKEY', 'TURKEY|LEADER|AHMETDAVUTOGLU', 'TURKEY|LARGESTCITY|ISTANBUL', 'TURKEY|LEADERTITLE|PRESIDENTOFTURKEY'}"
85332,"{'TURKEY|CAPITAL|ANKARA', 'ATATURKMONUMENT(IZMIR)|LOCATION|TURKEY', 'TURKEY|LEADER|AHMETDAVUTOGLU', 'TURKEY|LARGESTCITY|ISTANBUL', 'TURKEY|LEADERTITLE|PRESIDENTOFTURKEY'}"
85334,"{'ABDULTAIBMAHMUD|BIRTHDATE|1936-05-21', 'ABDULTAIBMAHMUD|PARTY|PARTIPESAKABUMIPUTERABERSATU', 'ABDULTAIBMAHMUD|REGION|ASAJAYA', 'ABDULTAIBMAHMUD|RESIDENCE|KUCHING', 'ABDULTAIBMAHMUD|BIRTHPLACE|MIRI,MALAYSIA'}"
85336,"{'ABDULTAIBMAHMUD|BIRTHDATE|1936-05-21', 'ABDULTAIBMAHMUD|PARTY|PARTIPESAKABUMIPUTERABERSATU', 'ABDULTAIBMAHMUD|REGION|ASAJAYA', 'ABDULTAIBMAHMUD|RESIDENCE|KUCHING', 'ABDULTAIBMAHMUD|BIRTHPLACE|MIRI,MALAYSIA'}"
85338,"{'ABDULTAIBMAHMUD|BIRTHDATE|1936-05-21', 'ABDULTAIBMAHMUD|PARTY|PARTIPESAKABUMIPUTERABERSATU', 'ABDULTAIBMAHMUD|REGION|ASAJAYA', 'ABDULTAIBMAHMUD|RESIDENCE|KUCHING', 'ABDULTAIBMAHMUD|BIRTHPLACE|MIRI,MALAYSIA'}"
85340,"{'MIKEAKHIGBE|PREDECESSOR|OLADIPODIYA', 'ABDULSALAMIABUBAKAR|ACTIVEYEARSENDDATE|1999-05-29', 'MIKEAKHIGBE|MILITARYBRANCH|NIGERIANNAVY', 'ABDULSALAMIABUBAKAR|INOFFICEWHILEVICEPRESIDENT|MIKEAKHIGBE', 'MIKEAKHIGBE|SUCCESSOR|ATIKUABUBAKAR'}"
85342,"{'MIKEAKHIGBE|PREDECESSOR|OLADIPODIYA', 'ABDULSALAMIABUBAKAR|ACTIVEYEARSENDDATE|1999-05-29', 'MIKEAKHIGBE|MILITARYBRANCH|NIGERIANNAVY', 'ABDULSALAMIABUBAKAR|INOFFICEWHILEVICEPRESIDENT|MIKEAKHIGBE', 'MIKEAKHIGBE|SUCCESSOR|ATIKUABUBAKAR'}"
85344,"{'MIKEAKHIGBE|PREDECESSOR|OLADIPODIYA', 'ABDULSALAMIABUBAKAR|ACTIVEYEARSENDDATE|1999-05-29', 'MIKEAKHIGBE|MILITARYBRANCH|NIGERIANNAVY', 'ABDULSALAMIABUBAKAR|INOFFICEWHILEVICEPRESIDENT|MIKEAKHIGBE', 'MIKEAKHIGBE|SUCCESSOR|ATIKUABUBAKAR'}"
85346,"{'ABRAHAMA.RIBICOFF|OFFICE(WORKEDAT,WORKEDAS)|GOVERNOROFCONNECTICUT', 'ABRAHAMA.RIBICOFF|BIRTHPLACE|CONNECTICUT', 'ABRAHAMA.RIBICOFF|NATIONALITY|AMERICAN', 'ABRAHAMA.RIBICOFF|PARTY|DEMOCRATICPARTY(UNITEDSTATES)', 'ABRAHAMA.RIBICOFF|DEATHPLACE|UNITEDSTATES'}"
85348,"{'ABRAHAMA.RIBICOFF|OFFICE(WORKEDAT,WORKEDAS)|GOVERNOROFCONNECTICUT', 'ABRAHAMA.RIBICOFF|BIRTHPLACE|CONNECTICUT', 'ABRAHAMA.RIBICOFF|NATIONALITY|AMERICAN', 'ABRAHAMA.RIBICOFF|PARTY|DEMOCRATICPARTY(UNITEDSTATES)', 'ABRAHAMA.RIBICOFF|DEATHPLACE|UNITEDSTATES'}"
85350,"{'ABRAHAMA.RIBICOFF|OFFICE(WORKEDAT,WORKEDAS)|GOVERNOROFCONNECTICUT', 'ABRAHAMA.RIBICOFF|BIRTHPLACE|CONNECTICUT', 'ABRAHAMA.RIBICOFF|NATIONALITY|AMERICAN', 'ABRAHAMA.RIBICOFF|PARTY|DEMOCRATICPARTY(UNITEDSTATES)', 'ABRAHAMA.RIBICOFF|DEATHPLACE|UNITEDSTATES'}"
85352,"{'ABRAHAMA.RIBICOFF|NATIONALITY|UNITEDSTATES', 'ABRAHAMA.RIBICOFF|DEATHPLACE|NEWYORK', 'ABRAHAMA.RIBICOFF|SPOUSE|CASEYRIBICOFF', 'ABRAHAMA.RIBICOFF|BIRTHPLACE|CONNECTICUT', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
85354,"{'ABRAHAMA.RIBICOFF|NATIONALITY|UNITEDSTATES', 'ABRAHAMA.RIBICOFF|DEATHPLACE|NEWYORK', 'ABRAHAMA.RIBICOFF|SPOUSE|CASEYRIBICOFF', 'ABRAHAMA.RIBICOFF|BIRTHPLACE|CONNECTICUT', 'UNITEDSTATES|ETHNICGROUP|NATIVEAMERICANSINTHEUNITEDSTATES'}"
