,sd
84898,"{'AMSTERDAMAIRPORTSCHIPHOL|1STRUNWAYSURFACETYPE|ASPHALT', 'AMSTERDAMAIRPORTSCHIPHOL|ELEVATIONABOVETHESEALEVEL(INMETRES)|-3.3528'}"
84926,"{'AUSTRIA|LEADERNAME|DORISBURES', 'ALFONSGORBACH|DEATHPLACE|STYRIA', 'AUSTRIA|LANGUAGE|AUSTRIANGERMAN', 'ALFONSGORBACH|BIRTHPLACE|AUSTRIA-HUNGARY', 'ALFONSGORBACH|BIRTHPLACE|AUSTRIA'}"
84928,"{'AUSTRIA|LEADERNAME|DORISBURES', 'ALFONSGORBACH|DEATHPLACE|STYRIA', 'AUSTRIA|LANGUAGE|AUSTRIANGERMAN', 'ALFONSGORBACH|BIRTHPLACE|AUSTRIA-HUNGARY', 'ALFONSGORBACH|BIRTHPLACE|AUSTRIA'}"
84930,"{'AUSTRIA|LEADERNAME|DORISBURES', 'ALFONSGORBACH|DEATHPLACE|STYRIA', 'AUSTRIA|LANGUAGE|AUSTRIANGERMAN', 'ALFONSGORBACH|BIRTHPLACE|AUSTRIA-HUNGARY', 'ALFONSGORBACH|BIRTHPLACE|AUSTRIA'}"
84990,"{'ATLASII|LAUNCHSITE|CAPECANAVERALAIRFORCESTATION', 'ATLASII|COUNTRYORIGIN|UNITEDSTATES', 'ATLASII|LAUNCHSITE|VANDENBERGAIRFORCEBASE'}"
84992,"{'ATLASII|LAUNCHSITE|CAPECANAVERALAIRFORCESTATION', 'ATLASII|COUNTRYORIGIN|UNITEDSTATES', 'ATLASII|LAUNCHSITE|VANDENBERGAIRFORCEBASE'}"
84994,"{'ATLASII|LAUNCHSITE|CAPECANAVERALAIRFORCESTATION', 'ATLASII|COUNTRYORIGIN|UNITEDSTATES', 'ATLASII|LAUNCHSITE|VANDENBERGAIRFORCEBASE'}"
85058,"{'ALEKSANDERBARKOV,JR.|BIRTHDATE|1995-09-02', 'ALEKSANDERBARKOV,JR.|CLUB|FLORIDAPANTHERS'}"
85060,"{'ALEKSANDERBARKOV,JR.|BIRTHDATE|1995-09-02', 'ALEKSANDERBARKOV,JR.|CLUB|FLORIDAPANTHERS'}"
85062,"{'ALEKSANDERBARKOV,JR.|BIRTHDATE|1995-09-02', 'ALEKSANDERBARKOV,JR.|CLUB|FLORIDAPANTHERS'}"
85070,{'BANDEJAPAISA|REGION|PAISAREGION'}
85072,{'BANDEJAPAISA|REGION|PAISAREGION'}
85074,{'BANDEJAPAISA|REGION|PAISAREGION'}
85204,"{'BUFFALO,NEWYORK|LEADERNAME|BYRONBROWN'}"
85206,"{'BUFFALO,NEWYORK|LEADERNAME|BYRONBROWN'}"
85208,"{'BUFFALO,NEWYORK|LEADERNAME|BYRONBROWN'}"
85210,{'ABOVETHEVEIL|AUTHOR|GARTHNIX'}
85212,{'ABOVETHEVEIL|AUTHOR|GARTHNIX'}
85214,{'AKITAMUSEUMOFART|COUNTRY|JAPAN'}
85216,"{'ALFREDN.PHILLIPS|OFFICE(WORKEDAT,WORKEDAS)|UNITEDSTATESHOUSEOFREPRESENTATIVES', 'ALFREDN.PHILLIPS|BIRTHPLACE|CONNECTICUT', 'ALFREDN.PHILLIPS|SUCCESSOR|ALBERTE.AUSTIN', 'ALFREDN.PHILLIPS|PARTY|DEMOCRATICPARTY(UNITEDSTATES)'}"
85218,"{'ALFREDN.PHILLIPS|OFFICE(WORKEDAT,WORKEDAS)|UNITEDSTATESHOUSEOFREPRESENTATIVES', 'ALFREDN.PHILLIPS|BIRTHPLACE|CONNECTICUT', 'ALFREDN.PHILLIPS|SUCCESSOR|ALBERTE.AUSTIN', 'ALFREDN.PHILLIPS|PARTY|DEMOCRATICPARTY(UNITEDSTATES)'}"
85220,"{'ALFREDN.PHILLIPS|OFFICE(WORKEDAT,WORKEDAS)|UNITEDSTATESHOUSEOFREPRESENTATIVES', 'ALFREDN.PHILLIPS|BIRTHPLACE|CONNECTICUT', 'ALFREDN.PHILLIPS|SUCCESSOR|ALBERTE.AUSTIN', 'ALFREDN.PHILLIPS|PARTY|DEMOCRATICPARTY(UNITEDSTATES)'}"
85224,{'ALFREDOZITARROSA|RECORDLABEL|RCARECORDS'}
85226,{'ALFREDOZITARROSA|RECORDLABEL|RCARECORDS'}
85228,{'ALFREDOZITARROSA|RECORDLABEL|RCARECORDS'}
85268,{'ALCATRAZVERSUSTHEEVILLIBRARIANS|LANGUAGE|ENGLISHLANGUAGE'}
85270,{'ALCATRAZVERSUSTHEEVILLIBRARIANS|LANGUAGE|ENGLISHLANGUAGE'}
85272,{'ALCATRAZVERSUSTHEEVILLIBRARIANS|LANGUAGE|ENGLISHLANGUAGE'}
85342,{'1634:THERAMREBELLION|ISBNNUMBER|1-4165-2060-0'}
85344,{'1634:THERAMREBELLION|ISBNNUMBER|1-4165-2060-0'}
85346,{'1634:THERAMREBELLION|ISBNNUMBER|1-4165-2060-0'}
85364,{'ADOLFOSUAREZMADRID-BARAJASAIRPORT|RUNWAYNAME|18L/36R'}
85366,{'ADOLFOSUAREZMADRID-BARAJASAIRPORT|RUNWAYNAME|18L/36R'}
85368,{'ADOLFOSUAREZMADRID-BARAJASAIRPORT|RUNWAYNAME|18L/36R'}
85456,{'BIONICO|DISHVARIATION|COTTAGECHEESE'}
85652,"{'BACONSANDWICH|INGREDIENT|BREAD', 'BLT|DISHVARIATION|CLUBSANDWICH', 'BACONSANDWICH|DISHVARIATION|BLT'}"
85654,"{'BACONSANDWICH|INGREDIENT|BREAD', 'BLT|DISHVARIATION|CLUBSANDWICH', 'BACONSANDWICH|DISHVARIATION|BLT'}"
85656,"{'BACONSANDWICH|INGREDIENT|BREAD', 'BLT|DISHVARIATION|CLUBSANDWICH', 'BACONSANDWICH|DISHVARIATION|BLT'}"
85768,"{'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSSOUTHEAST|CARROLLCOUNTY,MARYLAND', '11THMISSISSIPPIINFANTRYMONUMENT|LOCATION|ADAMSCOUNTY,PENNSYLVANIA', '11THMISSISSIPPIINFANTRYMONUMENT|MUNICIPALITY|GETTYSBURG,PENNSYLVANIA'}"
85770,"{'ADAMSCOUNTY,PENNSYLVANIA|HASTOITSSOUTHEAST|CARROLLCOUNTY,MARYLAND', '11THMISSISSIPPIINFANTRYMONUMENT|LOCATION|ADAMSCOUNTY,PENNSYLVANIA', '11THMISSISSIPPIINFANTRYMONUMENT|MUNICIPALITY|GETTYSBURG,PENNSYLVANIA'}"
85788,"{'BAKEDALASKA|MAININGREDIENTS|MERINGUE,ICECREAM,SPONGECAKEORCHRISTMASPUDDING', 'BAKEDALASKA|INGREDIENT|SPONGECAKE', 'BAKEDALASKA|REGION|PARIS,NEWYORKORHONGKONG', 'BAKEDALASKA|COUNTRY|UNITEDSTATES'}"
85790,"{'BAKEDALASKA|MAININGREDIENTS|MERINGUE,ICECREAM,SPONGECAKEORCHRISTMASPUDDING', 'BAKEDALASKA|INGREDIENT|SPONGECAKE', 'BAKEDALASKA|REGION|PARIS,NEWYORKORHONGKONG', 'BAKEDALASKA|COUNTRY|UNITEDSTATES'}"
85792,"{'BAKEDALASKA|MAININGREDIENTS|MERINGUE,ICECREAM,SPONGECAKEORCHRISTMASPUDDING', 'BAKEDALASKA|INGREDIENT|SPONGECAKE', 'BAKEDALASKA|REGION|PARIS,NEWYORKORHONGKONG', 'BAKEDALASKA|COUNTRY|UNITEDSTATES'}"
85798,{'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY'}
85800,{'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY'}
85802,{'MALAYSIA|ETHNICGROUP|MALAYSIANMALAY'}
85868,"{'BOLT(COMICSCHARACTER)|CREATOR|ERNIECOLON', 'BOLT(COMICSCHARACTER)|ALTERNATIVENAME|LARRYBOLATINSKY', 'BOLT(COMICSCHARACTER)|CREATOR|GARYCOHN(COMICS)', 'ERNIECOLON|NATIONALITY|PUERTORICANS'}"
85870,"{'BOLT(COMICSCHARACTER)|CREATOR|ERNIECOLON', 'BOLT(COMICSCHARACTER)|ALTERNATIVENAME|LARRYBOLATINSKY', 'BOLT(COMICSCHARACTER)|CREATOR|GARYCOHN(COMICS)', 'ERNIECOLON|NATIONALITY|PUERTORICANS'}"
85872,"{'BOLT(COMICSCHARACTER)|CREATOR|ERNIECOLON', 'BOLT(COMICSCHARACTER)|ALTERNATIVENAME|LARRYBOLATINSKY', 'BOLT(COMICSCHARACTER)|CREATOR|GARYCOHN(COMICS)', 'ERNIECOLON|NATIONALITY|PUERTORICANS'}"
85874,"{'ANDRA(SINGER)|GENRE|RHYTHMANDBLUES', 'RHYTHMANDBLUES|DERIVATIVE|DISCO', 'RHYTHMANDBLUES|DERIVATIVE|FUNK', 'RHYTHMANDBLUES|STYLISTICORIGIN|BLUES'}"
85876,"{'ANDRA(SINGER)|GENRE|RHYTHMANDBLUES', 'RHYTHMANDBLUES|DERIVATIVE|DISCO', 'RHYTHMANDBLUES|DERIVATIVE|FUNK', 'RHYTHMANDBLUES|STYLISTICORIGIN|BLUES'}"
85878,"{'ANDRA(SINGER)|GENRE|RHYTHMANDBLUES', 'RHYTHMANDBLUES|DERIVATIVE|DISCO', 'RHYTHMANDBLUES|DERIVATIVE|FUNK', 'RHYTHMANDBLUES|STYLISTICORIGIN|BLUES'}"
85990,"{'ATLANTICCITY,NEWJERSEY|ISPARTOF|NEWJERSEY', 'UNITEDSTATES|LARGESTCITY|NEWYORKCITY', 'NEWJERSEY|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
85992,"{'ATLANTICCITY,NEWJERSEY|ISPARTOF|NEWJERSEY', 'UNITEDSTATES|LARGESTCITY|NEWYORKCITY', 'NEWJERSEY|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
85994,"{'ATLANTICCITY,NEWJERSEY|ISPARTOF|NEWJERSEY', 'UNITEDSTATES|LARGESTCITY|NEWYORKCITY', 'NEWJERSEY|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.'}"
86004,{'ALANFREW|GENRE|ROCKMUSIC'}
86006,{'ALANFREW|GENRE|ROCKMUSIC'}
86008,{'ALANFREW|GENRE|ROCKMUSIC'}
86034,{'ASILOMARCONFERENCEGROUNDS|ARCHITECTURE|ARTSANDCRAFTSMOVEMENTANDAMERICANCRAFTSMANBUNGALOWS'}
86036,{'ASILOMARCONFERENCEGROUNDS|ARCHITECTURE|ARTSANDCRAFTSMOVEMENTANDAMERICANCRAFTSMANBUNGALOWS'}
86078,{'DESOTOCUSTOM|RELATEDMEANOFTRANSPORTATION|CHRYSLERNEWPORT'}
86080,{'DESOTOCUSTOM|RELATEDMEANOFTRANSPORTATION|CHRYSLERNEWPORT'}
86082,{'DESOTOCUSTOM|RELATEDMEANOFTRANSPORTATION|CHRYSLERNEWPORT'}
86400,"{'ANGOLA,INDIANA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'ANGOLA,INDIANA|ISPARTOF|INDIANA'}"
86402,"{'ANGOLA,INDIANA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'ANGOLA,INDIANA|ISPARTOF|INDIANA'}"
86404,"{'ANGOLA,INDIANA|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|DEMONYM|AMERICANS', 'UNITEDSTATES|ETHNICGROUP|AFRICANAMERICANS', 'ANGOLA,INDIANA|ISPARTOF|INDIANA'}"
86420,"{'PHILIPPINES|ETHNICGROUP|CHINESEFILIPINO', 'BATCHOY|COUNTRY|PHILIPPINES', 'PHILIPPINES|ETHNICGROUP|ZAMBOANGANS', 'PHILIPPINES|LANGUAGE|ARABIC', 'PHILIPPINES|OFFICIALLANGUAGE|PHILIPPINEENGLISH'}"
86422,"{'PHILIPPINES|ETHNICGROUP|CHINESEFILIPINO', 'BATCHOY|COUNTRY|PHILIPPINES', 'PHILIPPINES|ETHNICGROUP|ZAMBOANGANS', 'PHILIPPINES|LANGUAGE|ARABIC', 'PHILIPPINES|OFFICIALLANGUAGE|PHILIPPINEENGLISH'}"
86424,"{'PHILIPPINES|ETHNICGROUP|CHINESEFILIPINO', 'BATCHOY|COUNTRY|PHILIPPINES', 'PHILIPPINES|ETHNICGROUP|ZAMBOANGANS', 'PHILIPPINES|LANGUAGE|ARABIC', 'PHILIPPINES|OFFICIALLANGUAGE|PHILIPPINEENGLISH'}"
86432,"{'BAKEDALASKA|INGREDIENT|CHRISTMASPUDDING', 'BAKEDALASKA|REGION|NEWYORK', 'BAKEDALASKA|COUNTRY|UNITEDSTATES'}"
86434,"{'BAKEDALASKA|INGREDIENT|CHRISTMASPUDDING', 'BAKEDALASKA|REGION|NEWYORK', 'BAKEDALASKA|COUNTRY|UNITEDSTATES'}"
86436,"{'BAKEDALASKA|INGREDIENT|CHRISTMASPUDDING', 'BAKEDALASKA|REGION|NEWYORK', 'BAKEDALASKA|COUNTRY|UNITEDSTATES'}"
86456,"{'BUZZALDRIN|ALTERNATIVENAMES|EDWINE.ALDRIN,JR.', 'BUZZALDRIN|WASSELECTEDBYNASA|1963', 'BUZZALDRIN|OCCUPATION|FIGHTERPILOT', 'BUZZALDRIN|BIRTHDATE|1930-01-20', 'BUZZALDRIN|BIRTHPLACE|GLENRIDGE,NEWJERSEY', 'BUZZALDRIN|WASACREWMEMBEROF|APOLLO11', 'BUZZALDRIN|ALMAMATER|MASSACHUSETTSINSTITUTEOFTECHNOLOGY,SC.D.1963'}"
86458,"{'BUZZALDRIN|ALTERNATIVENAMES|EDWINE.ALDRIN,JR.', 'BUZZALDRIN|WASSELECTEDBYNASA|1963', 'BUZZALDRIN|OCCUPATION|FIGHTERPILOT', 'BUZZALDRIN|BIRTHDATE|1930-01-20', 'BUZZALDRIN|BIRTHPLACE|GLENRIDGE,NEWJERSEY', 'BUZZALDRIN|WASACREWMEMBEROF|APOLLO11', 'BUZZALDRIN|ALMAMATER|MASSACHUSETTSINSTITUTEOFTECHNOLOGY,SC.D.1963'}"
86460,"{'BUZZALDRIN|ALTERNATIVENAMES|EDWINE.ALDRIN,JR.', 'BUZZALDRIN|WASSELECTEDBYNASA|1963', 'BUZZALDRIN|OCCUPATION|FIGHTERPILOT', 'BUZZALDRIN|BIRTHDATE|1930-01-20', 'BUZZALDRIN|BIRTHPLACE|GLENRIDGE,NEWJERSEY', 'BUZZALDRIN|WASACREWMEMBEROF|APOLLO11', 'BUZZALDRIN|ALMAMATER|MASSACHUSETTSINSTITUTEOFTECHNOLOGY,SC.D.1963'}"
86702,"{'ABILENEREGIONALAIRPORT|CITYSERVED|ABILENE,TEXAS', 'ABILENEREGIONALAIRPORT|RUNWAYNAME|17L/35R', 'ABILENEREGIONALAIRPORT|ICAOLOCATIONIDENTIFIER|KABI', 'ABILENEREGIONALAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|546', 'ABILENEREGIONALAIRPORT|RUNWAYLENGTH|2194.0'}"
86704,"{'ABILENEREGIONALAIRPORT|CITYSERVED|ABILENE,TEXAS', 'ABILENEREGIONALAIRPORT|RUNWAYNAME|17L/35R', 'ABILENEREGIONALAIRPORT|ICAOLOCATIONIDENTIFIER|KABI', 'ABILENEREGIONALAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|546', 'ABILENEREGIONALAIRPORT|RUNWAYLENGTH|2194.0'}"
86706,"{'ABILENEREGIONALAIRPORT|CITYSERVED|ABILENE,TEXAS', 'ABILENEREGIONALAIRPORT|RUNWAYNAME|17L/35R', 'ABILENEREGIONALAIRPORT|ICAOLOCATIONIDENTIFIER|KABI', 'ABILENEREGIONALAIRPORT|ELEVATIONABOVETHESEALEVEL(INMETRES)|546', 'ABILENEREGIONALAIRPORT|RUNWAYLENGTH|2194.0'}"
86734,"{'AIREYNEAVE|BATTLES|BATTLEOFFRANCE', 'BATTLEOFFRANCE|COMMANDER|HUGOSPERRLE'}"
86736,"{'AIREYNEAVE|BATTLES|BATTLEOFFRANCE', 'BATTLEOFFRANCE|COMMANDER|HUGOSPERRLE'}"
86738,"{'AIREYNEAVE|BATTLES|BATTLEOFFRANCE', 'BATTLEOFFRANCE|COMMANDER|HUGOSPERRLE'}"
86780,"{'FRANCE|LEADERNAME|GERARDLARCHER', 'BAKEDALASKA|COUNTRY|FRANCE', 'FRANCE|LANGUAGE|FRENCHLANGUAGE', 'FRANCE|LEADERNAME|MANUELVALLS', 'BAKEDALASKA|REGION|HONGKONG'}"
86782,"{'FRANCE|LEADERNAME|GERARDLARCHER', 'BAKEDALASKA|COUNTRY|FRANCE', 'FRANCE|LANGUAGE|FRENCHLANGUAGE', 'FRANCE|LEADERNAME|MANUELVALLS', 'BAKEDALASKA|REGION|HONGKONG'}"
86784,"{'FRANCE|LEADERNAME|GERARDLARCHER', 'BAKEDALASKA|COUNTRY|FRANCE', 'FRANCE|LANGUAGE|FRENCHLANGUAGE', 'FRANCE|LEADERNAME|MANUELVALLS', 'BAKEDALASKA|REGION|HONGKONG'}"
86788,"{'ATLASII|FINALFLIGHT|1998-03-16', 'ATLASII|DIAMETER|3.04M'}"
86790,"{'ATLASII|FINALFLIGHT|1998-03-16', 'ATLASII|DIAMETER|3.04M'}"
86792,"{'ATLASII|FINALFLIGHT|1998-03-16', 'ATLASII|DIAMETER|3.04M'}"
86810,"{'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'BACONEXPLOSION|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'UNITEDSTATES|LEADERNAME|JOHNROBERTS'}"
86812,"{'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'BACONEXPLOSION|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'UNITEDSTATES|LEADERNAME|JOHNROBERTS'}"
86814,"{'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'BACONEXPLOSION|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|ETHNICGROUP|ASIANAMERICANS', 'UNITEDSTATES|LEADERNAME|JOHNROBERTS'}"
86828,"{'AWHENGINEERINGCOLLEGE|STATE|KERALA', 'AWHENGINEERINGCOLLEGE|ACADEMICSTAFFSIZE|250', 'AWHENGINEERINGCOLLEGE|COUNTRY|INDIA'}"
86830,"{'AWHENGINEERINGCOLLEGE|STATE|KERALA', 'AWHENGINEERINGCOLLEGE|ACADEMICSTAFFSIZE|250', 'AWHENGINEERINGCOLLEGE|COUNTRY|INDIA'}"
86832,"{'AWHENGINEERINGCOLLEGE|STATE|KERALA', 'AWHENGINEERINGCOLLEGE|ACADEMICSTAFFSIZE|250', 'AWHENGINEERINGCOLLEGE|COUNTRY|INDIA'}"
86858,"{'109FELICITAS|EPOCH|2006-12-31', '109FELICITAS|PERIAPSIS|283326000000.0'}"
86860,"{'109FELICITAS|EPOCH|2006-12-31', '109FELICITAS|PERIAPSIS|283326000000.0'}"
86862,"{'109FELICITAS|EPOCH|2006-12-31', '109FELICITAS|PERIAPSIS|283326000000.0'}"
86874,{'FINLAND|LANGUAGE|FINNISHLANGUAGE'}
86876,{'FINLAND|LANGUAGE|FINNISHLANGUAGE'}
86932,"{'ALLAMAIQBALINTERNATIONALAIRPORT|LOCATION|PUNJAB,PAKISTAN', 'ALLAMAIQBALINTERNATIONALAIRPORT|RUNWAYLENGTH|2900.0'}"
86934,"{'ALLAMAIQBALINTERNATIONALAIRPORT|LOCATION|PUNJAB,PAKISTAN', 'ALLAMAIQBALINTERNATIONALAIRPORT|RUNWAYLENGTH|2900.0'}"
87036,{'COUNTYLIMERICK|ISPARTOF|MUNSTER'}
87038,{'COUNTYLIMERICK|ISPARTOF|MUNSTER'}
87040,{'COUNTYLIMERICK|ISPARTOF|MUNSTER'}
87164,"{'BANDEJAPAISA|INGREDIENT|LEMON', 'ANTIOQUIADEPARTMENT|COUNTRY|COLOMBIA', 'LEMON|FAMILY|RUTACEAE', 'BANDEJAPAISA|REGION|ANTIOQUIADEPARTMENT', 'LEMON|ORDER|ROSIDS'}"
87166,"{'BANDEJAPAISA|INGREDIENT|LEMON', 'ANTIOQUIADEPARTMENT|COUNTRY|COLOMBIA', 'LEMON|FAMILY|RUTACEAE', 'BANDEJAPAISA|REGION|ANTIOQUIADEPARTMENT', 'LEMON|ORDER|ROSIDS'}"
87168,"{'AFORTRESSOFGREYICE|MEDIATYPE|PRINT', 'AFORTRESSOFGREYICE|AUTHOR|J.V.JONES'}"
87170,"{'AFORTRESSOFGREYICE|MEDIATYPE|PRINT', 'AFORTRESSOFGREYICE|AUTHOR|J.V.JONES'}"
87172,"{'AFORTRESSOFGREYICE|MEDIATYPE|PRINT', 'AFORTRESSOFGREYICE|AUTHOR|J.V.JONES'}"
87174,"{'14THNEWJERSEYVOLUNTEERINFANTRYMONUMENT|DISTRICT|MONOCACYNATIONALBATTLEFIELD', 'MONOCACYNATIONALBATTLEFIELD|NEARESTCITY|FREDERICK,MARYLAND'}"
87176,"{'14THNEWJERSEYVOLUNTEERINFANTRYMONUMENT|DISTRICT|MONOCACYNATIONALBATTLEFIELD', 'MONOCACYNATIONALBATTLEFIELD|NEARESTCITY|FREDERICK,MARYLAND'}"
87178,"{'1036GANYMED|DISCOVERER|WALTERBAADE', 'WALTERBAADE|NATIONALITY|GERMANY'}"
87180,"{'1036GANYMED|DISCOVERER|WALTERBAADE', 'WALTERBAADE|NATIONALITY|GERMANY'}"
87188,"{'JULIAMORGAN|SIGNIFICANTBUILDING|ASILOMARSTATEBEACH', 'ASILOMARCONFERENCEGROUNDS|ARCHITECT|JULIAMORGAN', 'JULIAMORGAN|BIRTHPLACE|SANFRANCISCO', 'JULIAMORGAN|SIGNIFICANTBUILDING|LOSANGELESHERALD-EXAMINER', 'JULIAMORGAN|SIGNIFICANTPROJECT|HEARSTCASTLE'}"
87240,"{'ALBERTJENNINGSFOUNTAIN|BATTLES|AMERICANCIVILWAR', 'NEWYORK|LANGUAGE|FRENCHLANGUAGE', 'ALBERTJENNINGSFOUNTAIN|BIRTHPLACE|NEWYORK', 'AMERICANCIVILWAR|COMMANDER|JEFFERSONDAVIS'}"
87242,"{'ALBERTJENNINGSFOUNTAIN|BATTLES|AMERICANCIVILWAR', 'NEWYORK|LANGUAGE|FRENCHLANGUAGE', 'ALBERTJENNINGSFOUNTAIN|BIRTHPLACE|NEWYORK', 'AMERICANCIVILWAR|COMMANDER|JEFFERSONDAVIS'}"
87244,"{'ALBERTJENNINGSFOUNTAIN|BATTLES|AMERICANCIVILWAR', 'NEWYORK|LANGUAGE|FRENCHLANGUAGE', 'ALBERTJENNINGSFOUNTAIN|BIRTHPLACE|NEWYORK', 'AMERICANCIVILWAR|COMMANDER|JEFFERSONDAVIS'}"
87270,"{'ANDREWSCOUNTYAIRPORT|OWNER|ANDREWSCOUNTY,TEXAS'}"
87272,"{'ANDREWSCOUNTYAIRPORT|OWNER|ANDREWSCOUNTY,TEXAS'}"
87274,"{'ANDREWSCOUNTYAIRPORT|OWNER|ANDREWSCOUNTY,TEXAS'}"
87432,{'ALCATRAZVERSUSTHEEVILLIBRARIANS|COUNTRY|UNITEDSTATES'}
87434,{'ALCATRAZVERSUSTHEEVILLIBRARIANS|COUNTRY|UNITEDSTATES'}
87458,"{'BACONEXPLOSION|COUNTRY|UNITEDSTATES', 'UNITEDSTATES|CAPITAL|WASHINGTON,D.C.', 'UNITEDSTATES|LEADERNAME|JOHNROBERTS'}"
87518,"{'ALASADAIRBASE|RUNWAYLENGTH|3990.0', 'ALASADAIRBASE|ICAOLOCATIONIDENTIFIER|ORAA', 'ALASADAIRBASE|RUNWAYNAME|08/26', 'ALASADAIRBASE|OPERATINGORGANISATION|UNITEDSTATESAIRFORCE', 'ALASADAIRBASE|LOCATION|IRAQ'}"
87520,"{'ALASADAIRBASE|RUNWAYLENGTH|3990.0', 'ALASADAIRBASE|ICAOLOCATIONIDENTIFIER|ORAA', 'ALASADAIRBASE|RUNWAYNAME|08/26', 'ALASADAIRBASE|OPERATINGORGANISATION|UNITEDSTATESAIRFORCE', 'ALASADAIRBASE|LOCATION|IRAQ'}"
87562,"{'AARHUSAIRPORT|RUNWAYLENGTH|2777.0', 'AARHUSAIRPORT|OPERATINGORGANISATION|AARHUSLUFTHAVNA/S'}"
87564,"{'AARHUSAIRPORT|RUNWAYLENGTH|2777.0', 'AARHUSAIRPORT|OPERATINGORGANISATION|AARHUSLUFTHAVNA/S'}"
87592,"{'ALLAMAIQBALINTERNATIONALAIRPORT|CITYSERVED|LAHORE', 'LAHORE|COUNTRY|PAKISTAN', 'ALLAMAIQBALINTERNATIONALAIRPORT|LOCATION|PUNJAB,PAKISTAN', 'PUNJAB,PAKISTAN|LEADERNAME|MALIKMUHAMMADRAFIQUERAJWANA'}"
87594,"{'ALLAMAIQBALINTERNATIONALAIRPORT|CITYSERVED|LAHORE', 'LAHORE|COUNTRY|PAKISTAN', 'ALLAMAIQBALINTERNATIONALAIRPORT|LOCATION|PUNJAB,PAKISTAN', 'PUNJAB,PAKISTAN|LEADERNAME|MALIKMUHAMMADRAFIQUERAJWANA'}"
87596,"{'ALLAMAIQBALINTERNATIONALAIRPORT|CITYSERVED|LAHORE', 'LAHORE|COUNTRY|PAKISTAN', 'ALLAMAIQBALINTERNATIONALAIRPORT|LOCATION|PUNJAB,PAKISTAN', 'PUNJAB,PAKISTAN|LEADERNAME|MALIKMUHAMMADRAFIQUERAJWANA'}"
87604,"{'ALONGLONGWAY|NUMBEROFPAGES|292', 'ALONGLONGWAY|ISBNNUMBER|0-670-03380-4'}"
87606,"{'ALONGLONGWAY|NUMBEROFPAGES|292', 'ALONGLONGWAY|ISBNNUMBER|0-670-03380-4'}"
87666,"{'ADAMHOLLOWAY|BATTLES|GULFWAR', 'ADAMHOLLOWAY|MILITARYBRANCH|GRENADIERGUARDS', 'GULFWAR|COMMANDER|GEORGEH.W.BUSH'}"
87668,"{'ADAMHOLLOWAY|BATTLES|GULFWAR', 'ADAMHOLLOWAY|MILITARYBRANCH|GRENADIERGUARDS', 'GULFWAR|COMMANDER|GEORGEH.W.BUSH'}"
87670,"{'ADAMHOLLOWAY|BATTLES|GULFWAR', 'ADAMHOLLOWAY|MILITARYBRANCH|GRENADIERGUARDS', 'GULFWAR|COMMANDER|GEORGEH.W.BUSH'}"
87774,"{'ABDULSALAMIABUBAKAR|MILITARYBRANCH|NIGERIANARMY', 'OLUSEGUNOBASANJO|INOFFICEWHILEVICEPRESIDENT|ATIKUABUBAKAR', 'ABDULSALAMIABUBAKAR|SUCCESSOR|OLUSEGUNOBASANJO'}"
87776,"{'ABDULSALAMIABUBAKAR|MILITARYBRANCH|NIGERIANARMY', 'OLUSEGUNOBASANJO|INOFFICEWHILEVICEPRESIDENT|ATIKUABUBAKAR', 'ABDULSALAMIABUBAKAR|SUCCESSOR|OLUSEGUNOBASANJO'}"
87884,"{'JOHNMADIN|BIRTHPLACE|BIRMINGHAM', '103COLMOREROW|ARCHITECT|JOHNMADIN', 'BIRMINGHAM|LEADERNAME|LABOURPARTY(UK)', 'BIRMINGHAM|POSTALCODE|BPOSTCODEAREA'}"
87886,"{'JOHNMADIN|BIRTHPLACE|BIRMINGHAM', '103COLMOREROW|ARCHITECT|JOHNMADIN', 'BIRMINGHAM|LEADERNAME|LABOURPARTY(UK)', 'BIRMINGHAM|POSTALCODE|BPOSTCODEAREA'}"
